influencer_id,name,influencer_type,mapped_outlet_id,state,city,mobile,loyalty_tier,last_app_login,data_quality_note
PIDINF000205,Geetha Pillai,Carpenter,PIDOUT007256,ANDHRA,Kurnool,6477658727,Platinum,2025-08-15,same mobile as dealer
PIDINF000206,Prakash Reddy,Tile contractor,PIDOUT001841,Karnataka,Tumakuru,6532594234,Silver,2026-03-20,mapped to old outlet
PIDINF000207,Geetha Joseph,Carpenter,PIDOUT002547,Tamil Nadu,Madurai,7666868098,Gold,2024-04-20,inactive but purchases seen
PIDINF000208,Sanjay Varma,Tile contractor,PIDOUT003403,Tamil Nadu,Tirunelveli,8910774265,Gold,2025-12-31,name in local language in app
PIDINF000209,Geetha Patil,Tile contractor,PIDOUT006331,Telangana,Hyderabad,9494997966,Bronze,,
PIDINF000210,Jagan Kumar,Waterproofing applicator,PIDOUT001992,Kerala,Kochi,8537352899,Platinum,2025-08-27,inactive but purchases seen
PIDINF000211,Prakash Pillai,Waterproofing applicator,PIDOUT006467,Telangana,Nalgonda,9787581614,Silver,2025-01-08,inactive but purchases seen
PIDINF000212,Revathi Patil,Painter,PIDOUT003529,Tamilnadu,Chennai,7155653914,Gold,2024-10-01,
PIDINF000213,Senthil Rao,Mason,PIDOUT005280,Tamil Nadu,Kanchipuram,7210984417,Silver,2025-07-15,
PIDINF000214,Lakshmi Patil,Mason,PIDOUT004803,Kerala,Thrissur,8517818453,Gold,2025-09-25,name in local language in app
PIDINF000215,Anand Khan,Waterproofing applicator,PIDOUT007020,Andhra Pradesh,Vijayawada,6521313050,Silver,2024-07-18,same mobile as dealer
PIDINF000216,Geetha Babu,Tile contractor,PIDOUT004843,Karnataka,Raichur,8268658820,Platinum,2024-05-02,same mobile as dealer
PIDINF000217,Sanjay Kumar,Waterproofing applicator,PIDOUT000981,TG,Warangal,6919040117,Inactive,2025-08-30,name in local language in app
PIDINF000218,Geetha Gowda,Tile contractor,PIDOUT003431,Karnataka,Bengaluru,8871447379,Platinum,2025-07-22,same mobile as dealer
PIDINF000219,Rafiq Joseph,Painter,PIDOUT004993,Andhra Pradesh,Tirupati,7118514781,Gold,07/04/2025,name in local language in app
PIDINF000220,Meena Prasad,Mason,PIDOUT001670,Karnataka,Mangaluru,6721327302,Gold,2025-09-22,mapped to old outlet
PIDINF000221,Arun Iyer,Carpenter,PIDOUT003602,Karnataka,Belagavi,6384329638,Gold,,
PIDINF000222,Karthik Varma,Tile contractor,PIDOUT002289,Karnataka,Ballari,8572821751,Inactive,2024-10-15,name in local language in app
PIDINF000223,Revathi Kumar,Waterproofing applicator,PIDOUT002404,Karnataka,Belagavi,9091515855,Platinum,10/05/2024,name in local language in app
PIDINF000224,Jagan Das,Carpenter,PIDOUT006642,KARNATAKA,Shivamogga,8823017307,Silver,2026-01-10,same mobile as dealer
PIDINF000225,Irfan Shetty,Waterproofing applicator,PIDOUT006506,Andhra Pradesh,Visakhapatnam,7664659313,Silver,10/15/2025,name in local language in app
PIDINF000226,Deepak Gowda,Mason,PIDOUT001455,Tamil Nadu,Salem,8254015054,Platinum,04/12/2024,mapped to old outlet
PIDINF000227,Sowmya Rao,Painter,PIDOUT001649,Andhra Pradesh,Kadapa,6994092130,Inactive,2024-08-08,same mobile as dealer
PIDINF000228,Arun Joseph,Mason,PIDOUT001262,Karnataka,Ballari,6309312929,Inactive,2026-01-28,name in local language in app
PIDINF000229,Arun Das,Mason,PIDOUT001030,Andhra Pradesh,Tirupati,8497365295,Platinum,2025-03-04,
PIDINF000230,Manoj Varma,Carpenter,PIDOUT000350,Tamil Nadu,Chennai,9542850814,Silver,2025-10-22,inactive but purchases seen
PIDINF000231,Geetha Rao,Tile contractor,PIDOUT006124,Karnataka,Udupi,6379461613,Platinum,2025-05-13,name in local language in app
PIDINF000232,Prakash Babu,Painter,PIDOUT008712,Tamil Nadu,Coimbatore,7734979518,Bronze,19-Nov-24,mapped to old outlet
PIDINF000233,Ganesh Prasad,Tile contractor,PIDOUT003590,Tamil Nadu,Kanchipuram,,Gold,,mapped to old outlet
PIDINF000234,Lakshmi Kumar,Waterproofing applicator,PIDOUT003718,Tamil Nadu,Madurai,9389509996,Gold,2025-04-15,name in local language in app
PIDINF000235,Arun Menon,Mason,PIDOUT005580,Kerala,Alappuzha,8229014021,Silver,2024-08-05,name in local language in app
PIDINF000236,Kavya Prasad,Waterproofing applicator,PIDOUT001483,Tamil Nadu,Vellore,9334902125,Platinum,,
PIDINF000237,Venkatesh Prasad,Painter,PIDOUT004882,Andhra Pradesh,Ongole,8630888449,Gold,2024-04-30,mapped to old outlet
PIDINF000238,Lakshmi Joseph,Tile contractor,PIDOUT001745,KA,Hubballi,8397167394,Platinum,2026-02-11,
PIDINF000239,Lokesh Khan,Waterproofing applicator,PIDOUT008868,Karnataka,Raichur,6565881197,Silver,2025-06-02,inactive but purchases seen
PIDINF000240,Irfan Acharya,Painter,PIDOUT001238,Karnataka,Bengaluru,NA,Bronze,,
PIDINF000241,Suresh Das,Waterproofing applicator,PIDOUT000410,Karnataka,Tumakuru,,Bronze,2024-05-12,
PIDINF000242,Meena Gowda,Waterproofing applicator,PIDOUT003456,Andhra Pradesh,Ongole,NA,Inactive,31/05/2025,name in local language in app
PIDINF000243,Kavya Varma,Tile contractor,PIDOUT001302,Telangana,Khammam,7622914767,Bronze,2024-07-03,inactive but purchases seen
PIDINF000244,Chandra Joseph,Painter,PIDOUT006219,TS,Adilabad,9999999999,Inactive,2024-07-26,same mobile as dealer
PIDINF000245,Naveen Das,Painter,PIDOUT006847,Andhra Pradesh,Vijayawada,8779082633,Platinum,2025-02-22,mapped to old outlet
PIDINF000246,Prakash Varma,Mason,PIDOUT006399,Telangana,Siddipet,7657481091,Gold,09/09/2025,inactive but purchases seen
PIDINF000247,Ganesh Acharya,Painter,PIDOUT007658,Karnataka,Mangaluru,7952519448,Inactive,2025-01-31,inactive but purchases seen
PIDINF000248,Naveen Acharya,Tile contractor,PIDOUT003376,Tamil Nadu,Coimbatore,9190828265,Silver,2025-07-28,inactive but purchases seen
PIDINF000249,Chandra Das,Tile contractor,PIDOUT001403,TAMILNADU,Trichy,7094588777,Silver,2024-06-26,inactive but purchases seen
PIDINF000250,Rafiq Reddy,Mason,PIDOUT008372,Karnataka,Udupi,,Silver,2025-02-22,mapped to old outlet
PIDINF000251,Deepak Reddy,Carpenter,PIDOUT005051,Karnataka,Udupi,9801711543,Bronze,27/07/2025,mapped to old outlet
PIDINF000252,Ganesh Gowda,Mason,PIDOUT006086,Puducherry,Karaikal,6857390742,Inactive,2024-06-23,same mobile as dealer
PIDINF000253,Bala Nair,Carpenter,PIDOUT003995,Andhra Pradesh,Anantapur,6524269898,Bronze,2024-10-28,name in local language in app
PIDINF000254,Jagan Patil,Waterproofing applicator,PIDOUT006312,Andhra Pradesh,Kakinada,9881111850,Silver,05/04/2024,
PIDINF000255,Yusuf Kumar,Painter,PIDOUT004968,Karnataka,Ballari,7655109317,Gold,2025-06-11,inactive but purchases seen
PIDINF000256,Venkatesh Nair,Waterproofing applicator,PIDOUT007576,A.P.,Tirupati,8138095728,Silver,01/05/2025,same mobile as dealer
PIDINF000257,Meena Varma,Carpenter,PIDOUT008523,Tamil Nadu,Thanjavur,9824805426,Gold,2025-03-22,same mobile as dealer
PIDINF000258,Kavya Gowda,Mason,PIDOUT004438,TAMILNADU,Trichy,9641881709,Silver,2024-09-22,same mobile as dealer
PIDINF000259,Sowmya Menon,Carpenter,PIDOUT007363,Tamil Nadu,Madurai,9883516323,Silver,2025-03-23,mapped to old outlet
PIDINF000260,Senthil Joseph,Tile contractor,PIDOUT006103,Telangana,Khammam,7698439050,Bronze,,mapped to old outlet
PIDINF000261,Irfan Patil,Tile contractor,PIDOUT005734,Puducherry,Puducherry,7743604275,Inactive,2024-12-05,mapped to old outlet
PIDINF000262,Kavya Nair,Painter,PIDOUT001108,KL,Kochi,9723048481,Silver,13/05/2025,inactive but purchases seen
PIDINF000263,Yusuf Patil,Tile contractor,PIDOUT004861,Karnataka,Kalaburagi,8833232078,Silver,2024-05-09,mapped to old outlet
PIDINF000264,Lokesh Das,Painter,PIDOUT000492,Kerala,Thiruvananthapuram,7585169390,Gold,2024-11-20,name in local language in app
PIDINF000265,Farida Shetty,Waterproofing applicator,PIDOUT003149,KA,Shivamogga,9754150011,Silver,2025-11-17,inactive but purchases seen
PIDINF000266,Lakshmi Reddy,Carpenter,PIDOUT006955,KL,Kottayam,7936696341,Inactive,,name in local language in app
PIDINF000267,Yusuf Shetty,Painter,PIDOUT007108,Tamil Nadu,Salem,9555624584,Bronze,2024-04-09,
PIDINF000268,Deepak Pillai,Tile contractor,PIDOUT000389,Andhra Pradesh,Guntur,9940685258,Gold,2024-11-17,
PIDINF000269,Sowmya Joseph,Painter,PIDOUT007916,Karnataka,Belagavi,8260873091,Inactive,2025-04-18,mapped to old outlet
PIDINF000270,Naveen Iyer,Painter,PIDOUT008565,Tamil Nadu,Madurai,6082428484,Bronze,18-Apr-25,same mobile as dealer
PIDINF000271,Deepak Shetty,Carpenter,PIDOUT006874,Karnataka,Hubballi,7304845649,Platinum,2025-11-12,mapped to old outlet
PIDINF000272,Bala Kumar,Tile contractor,PIDOUT006804,Karnataka,Tumakuru,9654679517,Silver,2025-06-07,inactive but purchases seen
PIDINF000273,Geetha Varma,Mason,PIDOUT005566,AP,Nellore,6631260080,Gold,12/16/2024,
PIDINF000274,Kavya Acharya,Carpenter,PIDOUT004547,Karnataka,Bengaluru,9881608063,Gold,2025-09-21,name in local language in app
PIDINF000275,Ganesh Pillai,Tile contractor,PIDOUT006695,Telangana,Mahbubnagar,8938183700,Bronze,2024-11-25,
PIDINF000276,Kavya Patil,Carpenter,PIDOUT005005,Karnataka,Mysuru,9341609892,Platinum,07/06/2025,same mobile as dealer
PIDINF000277,Chandra Acharya,Mason,PIDOUT001289,Tamil Nadu,Thanjavur,8152321765,Bronze,2025-11-20,mapped to old outlet
PIDINF000278,Lakshmi Acharya,Carpenter,PIDOUT007674,Telangana,Nalgonda,8843752467,Inactive,2024-06-18,
PIDINF000279,Suresh Iyer,Waterproofing applicator,PIDOUT008051,Telangana,Adilabad,8662606148,Platinum,21/12/2024,same mobile as dealer
PIDINF000280,Sowmya Joseph,Waterproofing applicator,PIDOUT006275,A.P.,Rajahmundry,6909006850,Platinum,2024-10-16,
PIDINF000281,Jagan Reddy,Waterproofing applicator,PIDOUT008290,Telangana,Khammam,9580676453,Platinum,2024-12-13,same mobile as dealer
PIDINF000282,Manoj Iyer,Carpenter,PIDOUT008102,Karnataka,Tumakuru,9498741918,Gold,2026-01-20,mapped to old outlet
PIDINF000283,Manoj Nair,Tile contractor,PIDOUT008644,Kerala,Kochi,0,Silver,,name in local language in app
PIDINF000284,Rafiq Prasad,Carpenter,PIDOUT007665,Karnataka,Kalaburagi,8539169726,Silver,2024-08-30,
PIDINF000285,Venkatesh Menon,Painter,PIDOUT004201,Karnataka,Davanagere,9370364804,Platinum,2026-02-13,inactive but purchases seen
PIDINF000286,Revathi Varma,Tile contractor,PIDOUT004265,Karnataka,Bengaluru,6478556549,Silver,2024-07-20,same mobile as dealer
PIDINF000287,Ganesh Reddy,Mason,PIDOUT005693,Tamil Nadu,Tirunelveli,7946476627,Platinum,29-May-24,inactive but purchases seen
PIDINF000288,Priya Iyer,Carpenter,PIDOUT003016,Telangana,Hyderabad,6365446273,Inactive,2025-09-05,
PIDINF000289,Chandra Gowda,Mason,PIDOUT007634,Andhra Pradesh,Rajahmundry,6456413904,Bronze,2024-11-15,name in local language in app
PIDINF000290,Sanjay Naidu,Carpenter,PIDOUT004083,Tamil Nadu,Erode,6477274747,Platinum,2026-02-04,same mobile as dealer
PIDINF000291,Manoj Joseph,Painter,PIDOUT000567,Telangana,Mahbubnagar,0,Gold,11/26/2024,name in local language in app
PIDINF000292,Senthil Prasad,Carpenter,PIDOUT005320,Telangana,Karimnagar,9599535133,Inactive,19-Oct-24,same mobile as dealer
PIDINF000293,Farida Khan,Carpenter,PIDOUT004934,Karnataka,Hubballi,8460576360,Platinum,2025-03-18,mapped to old outlet
PIDINF000294,Bala Prasad,Waterproofing applicator,PIDOUT003493,Kerala,Palakkad,9573349176,Gold,2025-06-12,same mobile as dealer
PIDINF000295,Lokesh Reddy,Carpenter,PIDOUT006930,Telangana,Karimnagar,8974551147,Inactive,2025-10-15,mapped to old outlet
PIDINF000296,Manoj Kumar,Carpenter,PIDOUT002541,Tamil Nadu,Cuddalore,6369932387,Silver,2024-05-02,inactive but purchases seen
PIDINF000297,Ganesh Khan,Waterproofing applicator,PIDOUT008276,Andhra Pradesh,Anantapur,8242580434,Gold,,
PIDINF000298,Sowmya Shetty,Tile contractor,PIDOUT007177,Tamil Nadu,Erode,9468782950,Gold,2025-07-13,name in local language in app
PIDINF000299,Suresh Joseph,Waterproofing applicator,PIDOUT003246,Karnataka,Mangaluru,7673736980,Gold,2024-09-19,mapped to old outlet
PIDINF000300,Lokesh Shetty,Tile contractor,PIDOUT008357,Telangana,Nizamabad,8586434050,Platinum,,
PIDINF000301,Meena Rao,Waterproofing applicator,PIDOUT004073,Tamil Nadu,Madurai,7032631775,Gold,20/12/2024,
PIDINF000302,Revathi Kumar,Carpenter,PIDOUT004619,Tamil Nadu,Hosur,8792298347,Platinum,2024-06-22,inactive but purchases seen
PIDINF000303,Meena Nair,Mason,PIDOUT002770,Andhra Pradesh,Guntur,7291446342,Silver,2024-07-23,name in local language in app
PIDINF000304,Anand Das,Carpenter,PIDOUT007228,Karnataka,Mysuru,6860965701,Silver,2024-07-04,inactive but purchases seen
PIDINF000305,Ganesh Reddy,Painter,PIDOUT008782,Telangana,Warangal,6782771773,Inactive,,
PIDINF000306,Deepak Acharya,Painter,PIDOUT007320,Karnataka,Davanagere,7528763672,Platinum,2024-08-17,mapped to old outlet
PIDINF000307,Hari Babu,Waterproofing applicator,PIDOUT004287,Kerala,Kozhikode,7463810395,Bronze,01/12/2025,
PIDINF000308,Geetha Babu,Mason,PIDOUT007555,Andhra Pradesh,Guntur,9512333439,Gold,03/17/2025,
PIDINF000309,Meena Nair,Mason,PIDOUT005180,TS,Hyderabad,8700312058,Silver,2025-03-21,mapped to old outlet
PIDINF000310,Sowmya Menon,Painter,PIDOUT004353,Tamil Nadu,Thanjavur,9856706084,Inactive,2024-10-16,name in local language in app
PIDINF000311,Venkatesh Nair,Carpenter,PIDOUT000634,Tamil Nadu,Coimbatore,9872968680,Platinum,2024-07-26,inactive but purchases seen
PIDINF000312,Arun Rao,Mason,PIDOUT007099,Karnataka,Bengaluru,9505813922,Bronze,05/08/2025,same mobile as dealer
PIDINF000313,Lokesh Gowda,Carpenter,PIDOUT004690,Telangana,Nalgonda,6865657352,Gold,2025-03-30,mapped to old outlet
PIDINF000314,Rafiq Rao,Mason,PIDOUT000106,Tamil Nadu,Erode,7199028647,Platinum,,inactive but purchases seen
PIDINF000315,Priya Naidu,Waterproofing applicator,PIDOUT008188,A.P.,Kakinada,6737702597,Platinum,,same mobile as dealer
PIDINF000316,Kavya Das,Waterproofing applicator,PIDOUT007574,Tamil Nadu,Salem,NA,Gold,,inactive but purchases seen
PIDINF000317,Yusuf Acharya,Mason,PIDOUT006352,Andhra Pradesh,Visakhapatnam,7976435296,Bronze,2024-07-20,inactive but purchases seen
PIDINF000318,Ganesh Patil,Tile contractor,PIDOUT000253,Karnataka,Shivamogga,9816759154,Bronze,06/02/2025,inactive but purchases seen
PIDINF000319,Revathi Joseph,Tile contractor,PIDOUT008211,Andhra Pradesh,Visakhapatnam,8930673246,Silver,2024-10-07,mapped to old outlet
PIDINF000320,Lokesh Varma,Mason,PIDOUT006634,Karnataka,Ballari,9296268338,Gold,02/22/2026,
PIDINF000321,Arun Prasad,Mason,PIDOUT003949,KARNATAKA,Tumakuru,6207479549,Silver,31-Jan-25,inactive but purchases seen
PIDINF000322,Lokesh Varma,Waterproofing applicator,PIDOUT008756,Karnataka,Raichur,9270052139,Silver,2025-10-11,name in local language in app
PIDINF000323,Meena Prasad,Carpenter,PIDOUT001715,Karnataka,Udupi,8240811831,Bronze,2024-07-05,name in local language in app
PIDINF000324,Suresh Naidu,Painter,PIDOUT008334,Tamil Nadu,Thanjavur,6557426211,Inactive,22/03/2025,same mobile as dealer
PIDINF000325,Priya Iyer,Carpenter,PIDOUT000103,Karnataka,Hubballi,6321458589,Gold,,inactive but purchases seen
PIDINF000326,Priya Babu,Mason,PIDOUT007783,Karnataka,Shivamogga,8582837794,Gold,,mapped to old outlet
PIDINF000327,Priya Gowda,Mason,PIDOUT007282,Tamil Nadu,Cuddalore,7637030020,Inactive,2025-05-08,
PIDINF000328,Geetha Menon,Tile contractor,PIDOUT008075,Telangana,Mahbubnagar,8871099883,Gold,,
PIDINF000329,Naveen Babu,Tile contractor,PIDOUT001163,Puducherry,Puducherry,6735564830,Bronze,2025-01-04,mapped to old outlet
PIDINF000330,Naveen Nair,Tile contractor,PIDOUT004001,Telangana,Nalgonda,6541801036,Gold,2025-05-15,mapped to old outlet
PIDINF000331,Bala Shetty,Mason,PIDOUT008273,Telangana,Karimnagar,8931239520,Gold,01/04/2025,
PIDINF000332,Yusuf Nair,Tile contractor,PIDOUT007039,Telangana,Hyderabad,7863170752,Gold,2024-08-24,inactive but purchases seen
PIDINF000333,Naveen Reddy,Carpenter,PIDOUT008996,A.P.,Nellore,6255202656,Platinum,,mapped to old outlet
PIDINF000334,Sanjay Patil,Mason,PIDOUT005406,Tamil Nadu,Vellore,NA,Inactive,2024-04-13,mapped to old outlet
PIDINF000335,Hari Varma,Tile contractor,PIDOUT002694,Tamil Nadu,Kanchipuram,6819598861,Inactive,2025-07-24,name in local language in app
PIDINF000336,Sanjay Varma,Painter,PIDOUT001467,Karnataka,Udupi,6091056788,Gold,2024-10-10,mapped to old outlet
PIDINF000337,Sanjay Iyer,Mason,PIDOUT008326,Tamil Nadu,Coimbatore,9901100905,Inactive,2024-07-11,same mobile as dealer
PIDINF000338,Prakash Acharya,Carpenter,PIDOUT003941,Andhra Pradesh,Visakhapatnam,6563636619,Bronze,2024-10-22,inactive but purchases seen
PIDINF000339,Sanjay Prasad,Mason,PIDOUT005165,Andhra Pradesh,Guntur,6266121087,Gold,2025-11-05,inactive but purchases seen
PIDINF000340,Deepak Patil,Painter,PIDOUT004374,Andhra Pradesh,Kakinada,8348570002,Inactive,2025-07-14,same mobile as dealer
PIDINF000341,Priya Acharya,Tile contractor,PIDOUT002910,Karnataka,Kalaburagi,8882305810,Inactive,2024-08-08,mapped to old outlet
PIDINF000342,Priya Gowda,Waterproofing applicator,PIDOUT000723,Andhra Pradesh,Guntur,7618682050,Inactive,2024-09-28,
PIDINF000343,Venkatesh Patil,Tile contractor,PIDOUT005404,Telangana,Warangal,0,Platinum,2025-11-29,
PIDINF000344,Lokesh Joseph,Mason,PIDOUT000045,Andhra Pradesh,Tirupati,9829245584,Silver,,
PIDINF000345,Irfan Gowda,Carpenter,PIDOUT002714,Telangana,Hyderabad,7576836413,Silver,22/01/2025,
PIDINF000346,Revathi Naidu,Tile contractor,PIDOUT003626,KA,Mangaluru,9389516455,Platinum,2025-10-07,mapped to old outlet
PIDINF000347,Meena Naidu,Carpenter,PIDOUT000335,Kerala,Kannur,6877767345,Platinum,,name in local language in app
PIDINF000348,Revathi Varma,Tile contractor,PIDOUT003777,Tamil Nadu,Hosur,6184722624,Platinum,,name in local language in app
PIDINF000349,Jagan Shetty,Mason,PIDOUT003356,Andhra Pradesh,Anantapur,NA,Inactive,,
PIDINF000350,Meena Acharya,Waterproofing applicator,PIDOUT007313,Kerala,Kannur,9746659315,Silver,,
PIDINF000351,Suresh Nair,Waterproofing applicator,PIDOUT007066,Karnataka,Davanagere,9295158358,Platinum,11/27/2024,
PIDINF000352,Priya Rao,Carpenter,PIDOUT006915,Tamilnadu,Erode,8167450650,Platinum,2025-01-18,
PIDINF000353,Deepak Patil,Waterproofing applicator,PIDOUT008272,Karnataka,Kalaburagi,8468887788,Bronze,2025-01-13,same mobile as dealer
PIDINF000354,Priya Acharya,Painter,PIDOUT003024,Andhra Pradesh,Ongole,9563195801,Bronze,2026-02-09,name in local language in app
PIDINF000355,Chandra Menon,Painter,PIDOUT000128,Tamil Nadu,Erode,8221591101,Gold,2025-04-10,mapped to old outlet
PIDINF000356,Ganesh Patil,Carpenter,PIDOUT007110,Kerala,Kollam,8665137927,Silver,12/11/2024,inactive but purchases seen
PIDINF000357,Revathi Das,Carpenter,PIDOUT006909,Tamil Nadu,Madurai,8642414189,Bronze,2025-02-22,name in local language in app
PIDINF000358,Arun Joseph,Painter,PIDOUT003428,Andhra Pradesh,Ongole,7659699434,Bronze,,same mobile as dealer
PIDINF000359,Sanjay Nair,Carpenter,PIDOUT003529,Kerala,Palakkad,8704793491,Inactive,2024-12-04,inactive but purchases seen
PIDINF000360,Bala Kumar,Tile contractor,PIDOUT004451,Tamil Nadu,Erode,9867363910,Silver,2026-02-07,mapped to old outlet
PIDINF000361,Farida Joseph,Mason,PIDOUT005627,Tamil Nadu,Thanjavur,8450941846,Silver,09/03/2026,
PIDINF000362,Jagan Nair,Tile contractor,PIDOUT006153,Kerala,Alappuzha,8444131594,Platinum,2024-04-04,
PIDINF000363,Chandra Babu,Painter,PIDOUT000026,Tamil Nadu,Kanchipuram,0,Platinum,2025-10-07,name in local language in app
PIDINF000364,Rafiq Gowda,Painter,PIDOUT000279,Karnataka,Shivamogga,7508840465,Silver,,
PIDINF000365,Meena Gowda,Mason,PIDOUT008696,Andhra Pradesh,Guntur,6671756127,Bronze,,name in local language in app
PIDINF000366,Arun Patil,Painter,PIDOUT008984,Tamil Nadu,Salem,9408630013,Silver,2025-08-04,name in local language in app
PIDINF000367,Priya Khan,Tile contractor,PIDOUT002538,Tamil Nadu,Vellore,9410960624,Gold,2026-01-27,mapped to old outlet
PIDINF000368,Yusuf Prasad,Tile contractor,PIDOUT006457,Karnataka,Shivamogga,6620512729,Silver,2025-05-28,name in local language in app
PIDINF000369,Rafiq Nair,Waterproofing applicator,PIDOUT007549,Karnataka,Belagavi,7675095077,Gold,2025-07-06,mapped to old outlet
PIDINF000370,Sowmya Nair,Carpenter,PIDOUT007536,Telangana,Adilabad,7087601263,Inactive,,name in local language in app
PIDINF000371,Irfan Joseph,Tile contractor,PIDOUT007488,Karnataka,Bengaluru,7021354037,Silver,02/10/2026,name in local language in app
PIDINF000372,Sowmya Reddy,Mason,PIDOUT001062,Tamil Nadu,Coimbatore,9378272533,Gold,,inactive but purchases seen
PIDINF000373,Yusuf Acharya,Painter,PIDOUT008808,Puducherry,Karaikal,9360941448,Platinum,2025-03-14,mapped to old outlet
PIDINF000374,Suresh Babu,Carpenter,PIDOUT007731,Telangana,Adilabad,6372030784,Bronze,2025-03-17,mapped to old outlet
PIDINF000375,Jagan Prasad,Carpenter,PIDOUT008568,Andhra Pradesh,Nellore,6331886871,Bronze,2024-07-13,name in local language in app
PIDINF000376,Meena Gowda,Mason,PIDOUT004468,AP,Tirupati,6375892918,Gold,2024-10-24,inactive but purchases seen
