contractor_id,contractor_name,mapped_dealer_id,state,city,mobile,tier,specialty,last_training_date,data_quality_note
ASPCON000215,Ganesh Khan,ASPDLR000755,Telangana,Suryapet,6952393751,Dormant,Exterior,2025-01-26,same mobile as helper
ASPCON000216,Naveen Naidu,ASPDLR000316,Telangana,Nalgonda,8032502124,Registered,Interior repaint,2025-01-07,same mobile as helper
ASPCON000217,Farida Rao,ASPDLR000176,Karnataka,Davanagere,6233974560,Silver,Interior repaint,2023-08-13,inactive but claims points
ASPCON000218,Arun Das,ASPDLR000396,Kerala,Kochi,6765168203,Dormant,Luxury,,dealer mapping old
ASPCON000219,Deepak Prasad,ASPDLR000416,Tamil Nadu,Thanjavur,9819024757,Gold,Luxury,2024-02-03,same mobile as helper
ASPCON000220,Geetha Das,ASPDLR000949,TELANGANA,Karimnagar,8067436435,Silver,Projects,2025-07-01,inactive but claims points
ASPCON000221,Lakshmi Reddy,ASPDLR000935,Kerala,Kannur,7850246747,Silver,Luxury,,inactive but claims points
ASPCON000222,Sowmya Shetty,ASPDLR000657,Andhra Pradesh,Kadapa,7696042077,Dormant,Exterior,,dealer mapping old
ASPCON000223,Anand Naidu,ASPDLR000661,Andhra Pradesh,Rajahmundry,7259261418,Dormant,Exterior,2024-09-30,
ASPCON000224,Irfan Varma,ASPDLR000087,Andhra Pradesh,Vijayawada,8891805303,Elite,Interior repaint,2024-02-22,dealer mapping old
ASPCON000225,Lokesh Das,ASPDLR000028,Tamil Nadu,Madurai,6847895262,Elite,Interior repaint,2024-03-12,
ASPCON000226,Yusuf Acharya,ASPDLR000409,Andhra Pradesh,Anantapur,9987024431,Elite,Exterior,2025-05-05,spelling mismatch
ASPCON000227,Manoj Pillai,ASPDLR000161,Tamil Nadu,Coimbatore,9123263657,Dormant,Luxury,2023-06-26,inactive but claims points
ASPCON000228,Senthil Gowda,ASPDLR000181,Telangana,Hyderabad,9697729546,Silver,Luxury,2023-11-22,spelling mismatch
ASPCON000229,Kavya Varma,ASPDLR000373,TELANGANA,Nizamabad,6774132277,Dormant,Waterproofing,05/01/2023,spelling mismatch
ASPCON000230,Geetha Prasad,ASPDLR000199,Tamil Nadu,Thanjavur,8479929853,Gold,Waterproofing,2025-12-11,spelling mismatch
ASPCON000231,Geetha Gowda,ASPDLR000135,Karnataka,Davanagere,9163128050,Registered,Luxury,2024-04-30,inactive but claims points
ASPCON000232,Bala Prasad,ASPDLR000825,Tamil Nadu,Cuddalore,6068413382,Dormant,Exterior,,
ASPCON000233,Yusuf Naidu,ASPDLR000116,Andhra Pradesh,Kadapa,NA,Gold,Projects,2026-03-24,same mobile as helper
ASPCON000234,Senthil Menon,ASPDLR000228,Andhra Pradesh,Ongole,7526407285,Elite,Luxury,2023-07-11,spelling mismatch
ASPCON000235,Prakash Reddy,ASPDLR000567,Telangana,Nalgonda,7344494037,Registered,Exterior,2023-05-04,same mobile as helper
ASPCON000236,Rafiq Rao,ASPDLR000352,TN,Coimbatore,7438027023,Elite,Projects,,spelling mismatch
ASPCON000237,Yusuf Babu,ASPDLR000629,Karnataka,Bengaluru,9525568421,Registered,Waterproofing,,
ASPCON000238,Senthil Iyer,ASPDLR000757,Kerala,Kollam,8541711651,Silver,Exterior,2025-05-24,
ASPCON000239,Farida Prasad,ASPDLR000123,Andhra Pradesh,Guntur,8784684296,Gold,Interior repaint,,dealer mapping old
ASPCON000240,Chandra Joseph,ASPDLR000743,Karnataka,Tumakuru,8913518513,Elite,Projects,2024-07-28,inactive but claims points
ASPCON000241,Sowmya Das,ASPDLR000274,Kerala,Kozhikode,9399746308,Elite,Waterproofing,25-Aug-23,same mobile as helper
ASPCON000242,Prakash Prasad,ASPDLR000721,Telangana,Karimnagar,8529696540,Registered,Projects,2026-02-15,same mobile as helper
ASPCON000243,Deepak Nair,ASPDLR000755,Karnataka,Shivamogga,6351442778,Elite,Projects,2023-05-05,dealer mapping old
ASPCON000244,Prakash Prasad,ASPDLR000464,Tamil Nadu,Salem,6194665129,Registered,Waterproofing,2025-02-21,inactive but claims points
ASPCON000245,Geetha Acharya,ASPDLR000120,Karnataka,Raichur,7183553285,Gold,Exterior,,same mobile as helper
ASPCON000246,Farida Joseph,ASPDLR000551,Puducherry,Karaikal,8318146276,Silver,Exterior,2025-03-24,dealer mapping old
ASPCON000247,Rafiq Pillai,ASPDLR000349,ANDHRA,Kurnool,6756858871,Dormant,Waterproofing,2026-02-21,spelling mismatch
ASPCON000248,Kavya Patil,ASPDLR000124,Tamil Nadu,Coimbatore,6985602462,Silver,Exterior,,inactive but claims points
ASPCON000249,Karthik Babu,ASPDLR000958,Karnataka,Hubballi,6797166737,Gold,Exterior,2023-01-08,
ASPCON000250,Arun Rao,ASPDLR000733,KARNATAKA,Mysuru,8509595293,Gold,Luxury,,inactive but claims points
ASPCON000251,Ganesh Acharya,ASPDLR000894,AP,Ongole,7959207069,Dormant,Projects,2025-07-19,
ASPCON000252,Suresh Prasad,ASPDLR000305,Telangana,Nizamabad,9271958587,Silver,Luxury,2025-07-24,dealer mapping old
ASPCON000253,Senthil Naidu,ASPDLR000066,Andhra Pradesh,Kakinada,9409276044,Elite,Exterior,2025-06-30,same mobile as helper
ASPCON000254,Geetha Das,ASPDLR000290,Andhra Pradesh,Anantapur,9505902892,Dormant,Waterproofing,,same mobile as helper
ASPCON000255,Geetha Reddy,ASPDLR000819,Andhra Pradesh,Anantapur,6083318877,Silver,Waterproofing,,inactive but claims points
ASPCON000256,Manoj Acharya,ASPDLR000472,KL,Kollam,6286183273,Dormant,Interior repaint,,inactive but claims points
ASPCON000257,Lokesh Naidu,ASPDLR000698,Tamil Nadu,Salem,6016330150,Silver,Luxury,,spelling mismatch
ASPCON000258,Hari Prasad,ASPDLR000100,KA,Udupi,6970142345,Registered,Waterproofing,,spelling mismatch
ASPCON000259,Lakshmi Das,ASPDLR000657,Karnataka,Udupi,8404077006,Registered,Projects,05/17/2025,dealer mapping old
ASPCON000260,Chandra Patil,ASPDLR000574,Andhra Pradesh,Visakhapatnam,8880535746,Registered,Luxury,,same mobile as helper
ASPCON000261,Deepak Rao,ASPDLR000935,Tamilnadu,Vellore,8294447726,Registered,Waterproofing,2023-05-06,spelling mismatch
ASPCON000262,Priya Varma,ASPDLR000450,Telangana,Siddipet,8887237615,Gold,Luxury,2025-02-11,same mobile as helper
ASPCON000263,Sowmya Das,ASPDLR000463,Andhra Pradesh,Rajahmundry,7577612246,Silver,Exterior,2024-08-02,same mobile as helper
ASPCON000264,Naveen Reddy,ASPDLR000390,Tamil Nadu,Thanjavur,8537700181,Gold,Interior repaint,,same mobile as helper
ASPCON000265,Sanjay Varma,ASPDLR000821,AP,Rajahmundry,9236740217,Registered,Luxury,25/02/2025,inactive but claims points
ASPCON000266,Priya Pillai,ASPDLR000423,Karnataka,Shivamogga,6184352841,Elite,Luxury,26-Oct-25,same mobile as helper
ASPCON000267,Karthik Rao,ASPDLR000751,Andhra Pradesh,Kurnool,7398405976,Dormant,Interior repaint,2026-02-27,
ASPCON000268,Kavya Shetty,ASPDLR000193,Tamil Nadu,Madurai,6702875911,Dormant,Interior repaint,,inactive but claims points
ASPCON000269,Suresh Kumar,ASPDLR000641,Karnataka,Tumakuru,7315906512,Silver,Projects,2024-11-04,
ASPCON000270,Lakshmi Gowda,ASPDLR000012,Tamil Nadu,Thanjavur,7566098549,Registered,Interior repaint,2023-12-17,
ASPCON000271,Irfan Pillai,ASPDLR000924,Telangana,Karimnagar,6756047330,Registered,Projects,,dealer mapping old
ASPCON000272,Revathi Naidu,ASPDLR000772,Telangana,Hyderabad,7233923459,Dormant,Luxury,,inactive but claims points
ASPCON000273,Senthil Nair,ASPDLR000674,Andhra Pradesh,Kurnool,6297500800,Silver,Interior repaint,,inactive but claims points
ASPCON000274,Lakshmi Gowda,ASPDLR000736,Tamilnadu,Thanjavur,9658279140,Dormant,Exterior,2025-08-27,spelling mismatch
ASPCON000275,Revathi Rao,ASPDLR000678,Andhra Pradesh,Kurnool,6072207030,Dormant,Interior repaint,,dealer mapping old
ASPCON000276,Lokesh Pillai,ASPDLR000577,Telangana,Siddipet,8256410293,Elite,Exterior,2023-03-08,same mobile as helper
ASPCON000277,Bala Nair,ASPDLR000579,Telangana,Hyderabad,9999999999,Dormant,Exterior,2023-09-01,
ASPCON000278,Lokesh Joseph,ASPDLR000150,Tamil Nadu,Coimbatore,9999999999,Dormant,Interior repaint,2026-03-13,inactive but claims points
ASPCON000279,Priya Gowda,ASPDLR000817,Tamil Nadu,Chennai,6117403221,Registered,Interior repaint,,
ASPCON000280,Suresh Shetty,ASPDLR000852,Andhra Pradesh,Kakinada,9732656365,Silver,Waterproofing,03-May-24,spelling mismatch
ASPCON000281,Sowmya Babu,ASPDLR000997,Tamil Nadu,Thanjavur,9205895816,Elite,Luxury,,same mobile as helper
ASPCON000282,Hari Nair,ASPDLR000107,Karnataka,Mysuru,9432191994,Silver,Waterproofing,2024-01-29,same mobile as helper
ASPCON000283,Lokesh Patil,ASPDLR000851,Telangana,Hyderabad,6103128461,Registered,Waterproofing,,same mobile as helper
ASPCON000284,Yusuf Gowda,ASPDLR000119,Andhra Pradesh,Guntur,9809433629,Dormant,Exterior,2025-02-20,spelling mismatch
ASPCON000285,Venkatesh Gowda,ASPDLR000367,Karnataka,Hubballi,6694359133,Gold,Exterior,2025-06-01,inactive but claims points
ASPCON000286,Naveen Babu,ASPDLR000480,A.P.,Rajahmundry,9486058699,Gold,Exterior,,spelling mismatch
ASPCON000287,Sowmya Nair,ASPDLR000439,Karnataka,Raichur,9999999999,Elite,Exterior,2023-02-23,inactive but claims points
ASPCON000288,Prakash Varma,ASPDLR000347,Telangana,Suryapet,8863901958,Elite,Luxury,2023-01-29,inactive but claims points
ASPCON000289,Suresh Das,ASPDLR000173,AP,Kadapa,9547330708,Gold,Projects,,dealer mapping old
ASPCON000290,Kavya Nair,ASPDLR000369,Tamil Nadu,Erode,6208643479,Dormant,Waterproofing,30-Jun-23,
ASPCON000291,Revathi Reddy,ASPDLR000262,KARNATAKA,Davanagere,8902663519,Dormant,Luxury,2023-05-10,
ASPCON000292,Hari Kumar,ASPDLR000380,TELANGANA,Mahbubnagar,6576308180,Dormant,Luxury,2025-12-21,same mobile as helper
ASPCON000293,Manoj Nair,ASPDLR000863,Andhra Pradesh,Anantapur,6706146385,Gold,Waterproofing,,spelling mismatch
ASPCON000294,Sowmya Pillai,ASPDLR000070,Andhra Pradesh,Vijayawada,6876546918,Registered,Waterproofing,2023-07-09,
ASPCON000295,Senthil Shetty,ASPDLR000896,Andhra Pradesh,Vijayawada,7280609876,Elite,Luxury,2023-12-03,spelling mismatch
ASPCON000296,Geetha Rao,ASPDLR000668,Kerala,Thrissur,7010139245,Silver,Exterior,,spelling mismatch
ASPCON000297,Anand Prasad,ASPDLR000683,Karnataka,Bengaluru,8400029636,Silver,Waterproofing,,inactive but claims points
ASPCON000298,Prakash Nair,ASPDLR000826,Andhra Pradesh,Tirupati,9999999999,Registered,Projects,,dealer mapping old
ASPCON000299,Priya Acharya,ASPDLR000469,Andhra Pradesh,Kurnool,7360421981,Elite,Exterior,2023-04-02,spelling mismatch
ASPCON000300,Lokesh Acharya,ASPDLR000779,Andhra Pradesh,Kakinada,9183319624,Gold,Luxury,01/13/2024,
ASPCON000301,Prakash Prasad,ASPDLR000894,Tamil Nadu,Salem,8330818232,Silver,Projects,2024-01-24,same mobile as helper
ASPCON000302,Sanjay Reddy,ASPDLR000816,Tamil Nadu,Cuddalore,0,Elite,Waterproofing,2025-04-02,
ASPCON000303,Senthil Menon,ASPDLR000813,Telangana,Mahbubnagar,6832115149,Registered,Exterior,,spelling mismatch
ASPCON000304,Ganesh Naidu,ASPDLR000520,Karnataka,Kalaburagi,6684157711,Silver,Luxury,2024-12-26,same mobile as helper
ASPCON000305,Senthil Rao,ASPDLR000313,Karnataka,Raichur,6744806446,Silver,Interior repaint,2024-06-02,
ASPCON000306,Senthil Kumar,ASPDLR000464,Telangana,Khammam,8306525712,Dormant,Exterior,2024-11-20,spelling mismatch
ASPCON000307,Revathi Shetty,ASPDLR000499,Kerala,Alappuzha,9427933978,Dormant,Exterior,2023-08-21,inactive but claims points
ASPCON000308,Yusuf Babu,ASPDLR000423,Andhra Pradesh,Guntur,8227790336,Elite,Interior repaint,2024-08-02,same mobile as helper
ASPCON000309,Sanjay Kumar,ASPDLR000874,Karnataka,Tumakuru,0,Silver,Interior repaint,,same mobile as helper
ASPCON000310,Lokesh Babu,ASPDLR000661,Telangana,Nizamabad,6443662281,Registered,Waterproofing,2026-03-09,inactive but claims points
ASPCON000311,Yusuf Reddy,ASPDLR000509,Karnataka,Mangaluru,7072828092,Gold,Interior repaint,,dealer mapping old
ASPCON000312,Naveen Patil,ASPDLR000046,Andhra Pradesh,Nellore,6474407195,Dormant,Luxury,2024-03-19,same mobile as helper
ASPCON000313,Priya Rao,ASPDLR000640,Karnataka,Mysuru,,Elite,Exterior,04/25/2023,dealer mapping old
ASPCON000314,Lakshmi Varma,ASPDLR000720,Andhra Pradesh,Anantapur,9909562707,Silver,Luxury,,same mobile as helper
ASPCON000315,Bala Babu,ASPDLR000242,Tamil Nadu,Trichy,9999999999,Silver,Exterior,,
ASPCON000316,Jagan Nair,ASPDLR000817,Karnataka,Mangaluru,6415275191,Silver,Interior repaint,2024-12-02,
ASPCON000317,Manoj Naidu,ASPDLR000301,Tamil Nadu,Hosur,9577041255,Dormant,Exterior,2023-09-27,same mobile as helper
ASPCON000318,Rafiq Das,ASPDLR000786,Kerala,Kannur,6799777348,Registered,Exterior,,same mobile as helper
ASPCON000319,Senthil Gowda,ASPDLR000305,Tamil Nadu,Madurai,7544770340,Elite,Waterproofing,2024-09-08,spelling mismatch
ASPCON000320,Farida Kumar,ASPDLR000493,Andhra Pradesh,Guntur,8055141342,Silver,Waterproofing,,spelling mismatch
ASPCON000321,Sowmya Khan,ASPDLR000530,Tamil Nadu,Vellore,9940829125,Registered,Interior repaint,2023-12-29,
ASPCON000322,Irfan Khan,ASPDLR000379,Karnataka,Shivamogga,9129273105,Registered,Luxury,2023-06-24,spelling mismatch
ASPCON000323,Geetha Babu,ASPDLR000271,Andhra Pradesh,Ongole,0,Gold,Waterproofing,2025-11-16,
ASPCON000324,Anand Rao,ASPDLR000435,Andhra Pradesh,Ongole,9956747661,Silver,Waterproofing,01/11/2025,dealer mapping old
ASPCON000325,Prakash Khan,ASPDLR000714,TELANGANA,Warangal,8440066238,Silver,Waterproofing,,same mobile as helper
ASPCON000326,Hari Khan,ASPDLR000498,Kerala,Kozhikode,7723304156,Gold,Exterior,,same mobile as helper
ASPCON000327,Farida Gowda,ASPDLR000745,Telangana,Warangal,6852554749,Silver,Luxury,2024-09-28,inactive but claims points
ASPCON000328,Revathi Joseph,ASPDLR000972,Telangana,Siddipet,9129009696,Registered,Waterproofing,,same mobile as helper
ASPCON000329,Deepak Prasad,ASPDLR000070,KERALA,Alappuzha,6663195151,Dormant,Waterproofing,22-Aug-23,same mobile as helper
ASPCON000330,Senthil Naidu,ASPDLR000429,Puducherry,Puducherry,8601421180,Gold,Waterproofing,17-Oct-25,
ASPCON000331,Priya Kumar,ASPDLR000735,Karnataka,Bengaluru,7168484987,Registered,Projects,,inactive but claims points
ASPCON000332,Yusuf Joseph,ASPDLR000310,Kerala,Thiruvananthapuram,6970892140,Elite,Exterior,2024-11-18,dealer mapping old
ASPCON000333,Deepak Naidu,ASPDLR000489,Andhra Pradesh,Kakinada,9446952185,Gold,Interior repaint,,spelling mismatch
ASPCON000334,Geetha Rao,ASPDLR000075,Karnataka,Bengaluru,6585399325,Dormant,Interior repaint,2023-03-28,spelling mismatch
ASPCON000335,Sowmya Khan,ASPDLR000517,Telangana,Warangal,8554315295,Dormant,Projects,,
ASPCON000336,Manoj Kumar,ASPDLR000827,Kerala,Kottayam,7614684380,Dormant,Projects,,
ASPCON000337,Anand Menon,ASPDLR000526,Karnataka,Ballari,7277855478,Silver,Exterior,2025-07-19,same mobile as helper
ASPCON000338,Suresh Acharya,ASPDLR000662,Tamil Nadu,Erode,6400650588,Registered,Luxury,2024-04-07,
ASPCON000339,Yusuf Acharya,ASPDLR000060,Karnataka,Udupi,7611008664,Dormant,Luxury,2024-02-16,same mobile as helper
ASPCON000340,Suresh Joseph,ASPDLR000204,Tamil Nadu,Hosur,8616273384,Registered,Luxury,,
ASPCON000341,Karthik Naidu,ASPDLR000960,Tamil Nadu,Cuddalore,6142571462,Elite,Interior repaint,2025-08-06,inactive but claims points
ASPCON000342,Chandra Varma,ASPDLR000841,Tamil Nadu,Erode,6338383536,Dormant,Exterior,2025-01-01,inactive but claims points
ASPCON000343,Jagan Naidu,ASPDLR000466,Tamil Nadu,Salem,6732825284,Elite,Interior repaint,,dealer mapping old
ASPCON000344,Lokesh Khan,ASPDLR000117,Karnataka,Belagavi,7881963955,Silver,Luxury,,dealer mapping old
ASPCON000345,Sanjay Khan,ASPDLR000104,Telangana,Nalgonda,7796464260,Registered,Luxury,,spelling mismatch
ASPCON000346,Geetha Patil,ASPDLR000302,Tamil Nadu,Thanjavur,9454442288,Dormant,Interior repaint,2024-05-14,inactive but claims points
ASPCON000347,Deepak Babu,ASPDLR000525,Andhra Pradesh,Ongole,8971480968,Gold,Luxury,2024-06-20,inactive but claims points
ASPCON000348,Naveen Iyer,ASPDLR000933,Karnataka,Mangaluru,8110346267,Gold,Waterproofing,,same mobile as helper
ASPCON000349,Yusuf Gowda,ASPDLR000339,Telangana,Suryapet,6958641371,Registered,Waterproofing,2023-01-24,
ASPCON000350,Arun Pillai,ASPDLR000772,Karnataka,Kalaburagi,9334862678,Elite,Luxury,,inactive but claims points
ASPCON000351,Bala Acharya,ASPDLR000538,Telangana,Adilabad,6444442137,Elite,Interior repaint,,spelling mismatch
ASPCON000352,Lokesh Rao,ASPDLR000883,Karnataka,Ballari,7081197571,Silver,Waterproofing,2023-07-27,spelling mismatch
ASPCON000353,Arun Rao,ASPDLR000375,KA,Shivamogga,8161476052,Gold,Exterior,2024-10-01,inactive but claims points
ASPCON000354,Revathi Rao,ASPDLR000843,Kerala,Kannur,9915502853,Elite,Luxury,02/11/2025,dealer mapping old
ASPCON000355,Karthik Pillai,ASPDLR000778,Kerala,Kottayam,6954525863,Elite,Interior repaint,2025-04-07,inactive but claims points
ASPCON000356,Lokesh Babu,ASPDLR000392,Tamil Nadu,Coimbatore,7525977776,Dormant,Interior repaint,2023-07-23,same mobile as helper
ASPCON000357,Suresh Patil,ASPDLR000571,Tamil Nadu,Coimbatore,6529565119,Dormant,Projects,2023-08-17,
ASPCON000358,Jagan Shetty,ASPDLR000634,Tamil Nadu,Coimbatore,9012991147,Gold,Waterproofing,2024-01-21,spelling mismatch
ASPCON000359,Jagan Joseph,ASPDLR000391,Andhra Pradesh,Nellore,7107821326,Elite,Interior repaint,2025-06-19,spelling mismatch
ASPCON000360,Geetha Babu,ASPDLR000142,Tamil Nadu,Trichy,6037822497,Elite,Interior repaint,,spelling mismatch
ASPCON000361,Irfan Varma,ASPDLR000248,Tamil Nadu,Cuddalore,9798569366,Gold,Projects,,same mobile as helper
ASPCON000362,Priya Menon,ASPDLR000933,Andhra Pradesh,Guntur,8580011577,Silver,Interior repaint,2024-12-02,same mobile as helper
ASPCON000363,Suresh Rao,ASPDLR000323,Telangana,Karimnagar,8712520929,Dormant,Luxury,15/01/2026,
ASPCON000364,Revathi Rao,ASPDLR000761,Andhra Pradesh,Vijayawada,8521479068,Gold,Exterior,2024-05-11,spelling mismatch
ASPCON000365,Sowmya Acharya,ASPDLR000784,Kerala,Thrissur,9333404839,Silver,Luxury,08-Aug-25,same mobile as helper
ASPCON000366,Ganesh Nair,ASPDLR000305,Telangana,Adilabad,7511464646,Gold,Exterior,23/03/2026,inactive but claims points
ASPCON000367,Chandra Iyer,ASPDLR000595,Karnataka,Shivamogga,9413552272,Dormant,Exterior,2023-06-06,
ASPCON000368,Sowmya Pillai,ASPDLR000015,Karnataka,Hubballi,7248749789,Gold,Waterproofing,,inactive but claims points
ASPCON000369,Naveen Varma,ASPDLR000638,Karnataka,Hubballi,9016300605,Gold,Luxury,,spelling mismatch
ASPCON000370,Arun Shetty,ASPDLR000227,Andhra Pradesh,Guntur,8075290571,Silver,Projects,2024-07-31,
ASPCON000371,Bala Pillai,ASPDLR000324,Andhra Pradesh,Guntur,8669801805,Registered,Interior repaint,12/25/2023,
ASPCON000372,Chandra Varma,ASPDLR000316,Telangana,Warangal,7090107007,Silver,Waterproofing,29-Jan-26,dealer mapping old
ASPCON000373,Karthik Acharya,ASPDLR000733,Karnataka,Shivamogga,6595995125,Dormant,Exterior,2023-02-25,
ASPCON000374,Priya Naidu,ASPDLR000314,Karnataka,Mysuru,9253324152,Registered,Waterproofing,2025-03-19,inactive but claims points
ASPCON000375,Priya Prasad,ASPDLR000819,Karnataka,Tumakuru,9989627810,Elite,Exterior,,inactive but claims points
ASPCON000376,Rafiq Prasad,ASPDLR000343,Telangana,Karimnagar,6786280182,Dormant,Exterior,,same mobile as helper
ASPCON000377,Jagan Acharya,ASPDLR000391,Tamil Nadu,Thanjavur,9782671610,Gold,Waterproofing,2025-03-18,dealer mapping old
ASPCON000378,Chandra Babu,ASPDLR000014,Kerala,Kottayam,7622063888,Registered,Waterproofing,,same mobile as helper
ASPCON000379,Ganesh Naidu,ASPDLR000865,Telangana,Siddipet,8369108462,Silver,Waterproofing,2023-02-09,spelling mismatch
ASPCON000380,Suresh Shetty,ASPDLR000772,TG,Adilabad,7530553338,Dormant,Interior repaint,,
ASPCON000381,Ganesh Das,ASPDLR000767,Andhra Pradesh,Kakinada,NA,Gold,Waterproofing,,same mobile as helper
ASPCON000382,Anand Babu,ASPDLR000866,Tamilnadu,Coimbatore,8501730756,Elite,Waterproofing,2023-02-06,same mobile as helper
ASPCON000383,Hari Nair,ASPDLR000347,Puducherry,Puducherry,7207787492,Gold,Interior repaint,,inactive but claims points
ASPCON000384,Naveen Babu,ASPDLR000499,Andhra Pradesh,Vijayawada,7348936157,Dormant,Luxury,,same mobile as helper
ASPCON000385,Sanjay Khan,ASPDLR000772,Kerala,Kannur,8605748513,Silver,Interior repaint,,
ASPCON000386,Naveen Rao,ASPDLR000422,Karnataka,Mangaluru,9589525943,Gold,Waterproofing,,spelling mismatch
ASPCON000387,Sowmya Khan,ASPDLR000037,Andhra Pradesh,Rajahmundry,6754812249,Silver,Interior repaint,,same mobile as helper
ASPCON000388,Prakash Pillai,ASPDLR000169,Andhra Pradesh,Nellore,6969437601,Dormant,Waterproofing,,
ASPCON000389,Arun Patil,ASPDLR000061,Andhra Pradesh,Vijayawada,8686608696,Silver,Waterproofing,2024-03-21,same mobile as helper
ASPCON000390,Naveen Nair,ASPDLR000656,Andhra Pradesh,Kurnool,0,Silver,Luxury,2023-11-20,inactive but claims points
ASPCON000391,Revathi Gowda,ASPDLR000454,Tamil Nadu,Hosur,6068970326,Dormant,Exterior,,spelling mismatch
ASPCON000392,Hari Khan,ASPDLR000496,Andhra Pradesh,Kakinada,9600969308,Elite,Waterproofing,14/12/2024,
ASPCON000393,Arun Das,ASPDLR000562,Andhra Pradesh,Rajahmundry,9827733013,Gold,Luxury,,spelling mismatch
ASPCON000394,Karthik Kumar,ASPDLR000440,Tamil Nadu,Madurai,9743789663,Silver,Interior repaint,,dealer mapping old
ASPCON000395,Senthil Pillai,ASPDLR000892,Telangana,Nalgonda,7027658202,Dormant,Projects,19/11/2025,inactive but claims points
ASPCON000396,Jagan Acharya,ASPDLR000071,Andhra Pradesh,Ongole,9241236773,Dormant,Exterior,,dealer mapping old
ASPCON000397,Lokesh Khan,ASPDLR000864,Tamil Nadu,Hosur,6516931143,Silver,Projects,2023-04-22,dealer mapping old
ASPCON000398,Anand Gowda,ASPDLR000167,TN,Kanchipuram,9481025092,Dormant,Projects,,spelling mismatch
