registration_id,registration_date,dealer_id,dealer_name,sku_id,tyre_serial_no,vehicle_type,customer_mobile,km_at_registration,extra_warranty_flag,source
CEAWAR00000210,2025-09-08,CEADLR000235,National Prakash Tyres,CEA0008,A2827704,Tractor,6436723387,NA,pending,manual
CEAWAR00000211,2024-06-30,CEASUB001433,Modern Priya Chemicals,CEA0019,B2490714,Bus,6666878147,0,Y,website
CEAWAR00000212,2024-06-26,CEASUB002445,Sri Irfan Tyres,CEA0026,A7703780,Tractor,7502052169,69099,N,fleet upload
CEAWAR00000213,2025-12-26,CEADLR000358,United Farida Tyres,CEA0019,B3615630,Tractor,9636327166,NA,N,call center
CEAWAR00000214,2024-10-20,CEASUB000555,Modern Yusuf Depot,CEA0032,A2813875,Car,9391912133,NA,Y,fleet upload
CEAWAR00000215,2025-11-17,CEASUB001228,Sree Farida Tyres,CEA0032,A2833198,Bus,9903749704,0,pending,dealer app
CEAWAR00000216,2024-11-10,CEASUB000423,Murugan Sowmya Tyres,CEA0018,D5922800,Truck,8868246874,NA,Y,dealer app
CEAWAR00000217,01/15/2025,CEASUB000870,Kaveri Revathi Tyres,CEA0012,B9232789,LCV,9227000329,33471,N,fleet upload
CEAWAR00000218,2026-03-30,CEADLR000073,Kaveri Hari Tyres Ltd,CEA0020,B1050941,LCV,7970298491,NA,pending,dealer app
CEAWAR00000219,2025-04-18,CEASUB001836,New Prakash Tyres,CEA0011,C9428149,Car,8083666916,58245,N,website
CEAWAR00000220,15-Aug-25,CEASUB001896,SREE FARIDA TYRES,CEA0036,D1772227,Truck,7046912207,0,Y,website
CEAWAR00000221,2025-04-27,CEASUB001732,Metro Bala Sales,CEA0007,B9338313,LCV,7086863087,0,pending,website
CEAWAR00000222,2024-09-30,CEASUB002181,National Revathi Tyres,CEA0015,C8194759,Tractor,9607184500,0,N,dealer app
CEAWAR00000223,2024-06-03,CEASUB004216,Murugan Deepak Sales,CEA0015,B9224016,Tractor,7907192751,0,N,dealer app
CEAWAR00000224,2025-09-01,CEASUB003415,Vijaya Senthil Mart,CEA0029,A9482636,Tractor,8031567421,42170,N,website
CEAWAR00000225,2025-10-21,CEADLR000222,National Sanjay Corporation,CEA0022,C1640287,Car,8946286120,38037,N,call center
CEAWAR00000226,2024-11-22,CEADLR000394,Metro Deepak Paints,CEA0025,C1219114,Tractor,6750934867,5080,N,dealer app
CEAWAR00000227,2025-04-11,CEASUB002111,Sri Senthil Tyres,CEA0006,C2533379,Tractor,7159588665,40387,N,fleet upload
CEAWAR00000228,2025-10-08,CEASUB001250,New Suresh Mart,CEA0007,C3705774,Bus,6636052931,NA,N,website
CEAWAR00000229,30/08/2025,CEADLR000047,Prime Kavya Chemicals,CEA0038,D7126273,Bus,6039663503,0,pending,manual
CEAWAR00000230,2025-06-09,CEASUB003178,Vijaya Lakshmi Fertilisers,CEA0029,C4408231,Tractor,9239974073,64829,pending,fleet upload
CEAWAR00000231,2025-09-06,CEASUB003117,Royal Karthik Distributors,CEA0036,B9711764,Car,9679300412,NA,pending,fleet upload
CEAWAR00000232,2025-11-04,CEADLR000034,Vijaya Revathi Tyres,CEA0033,C3147559,Car,,58021,pending,call center
CEAWAR00000233,2025-10-22,CEASUB001195,Shree Ganesh Tyres,CEA0034,D9264649,Bus,6206272312,38959,Y,call center
CEAWAR00000234,28-Sep-24,CEASUB002004,City Revathi Tyres,CEA0010,B8796392,Bus,7476613704,72542,pending,website
CEAWAR00000235,2025-09-21,CEASUB001765,Modern Manoj Tyres,CEA0015,A8315726,Tractor,7903053727,0,N,dealer app
CEAWAR00000236,2025-01-19,CEASUB001469,LUCKY PRIYA MART,CEA0005,B9927365,Truck,8357384556,NA,Y,website
CEAWAR00000237,2025-04-06,CEASUB002062,New Suresh Tyres & Co,CEA0037,D7886142,Tractor,7462740117,44256,Y,call center
CEAWAR00000238,10/02/2026,CEASUB001235,United Kavya Corporation & Co,CEA0005,C5468299,LCV,9737809561,0,N,website
CEAWAR00000239,01-Jan-26,CEASUB004449,Vijaya Meena Enterprises,CEA0026,B1594069,Bus,9953171091,49576,Y,fleet upload
CEAWAR00000240,2024-12-20,CEASUB003210,Royal Suresh Hardware Pvt,CEA0007,A1927296,Bus,9785231645,0,Y,call center
CEAWAR00000241,2025-03-28,CEASUB002198,Shree Manoj Tyres,CEA0025,C7125081,LCV,7325628269,0,N,fleet upload
CEAWAR00000242,18/07/2025,CEASUB004009,Metro Arun Traders,CEA0018,D4003143,Bus,8454871777,NA,Y,dealer app
CEAWAR00000243,2026-01-15,CEASUB001162,Metro Priya Tyres,CEA0036,C1021285,2W,8304502639,0,N,manual
CEAWAR00000244,2025-07-05,CEASUB003578,Balaji Bala Tyres Pvt,CEA0032,D8540566,Car,8884139678,0,pending,dealer app
CEAWAR00000245,27/01/2025,CEASUB000792,CITY VENKATESH TYRES,CEA0032,A5514561,Truck,6718707069,13931,N,call center
CEAWAR00000246,09/21/2024,CEASUB004123,City Senthil Stores,CEA0020,C9687050,Truck,9475013463,33313,pending,dealer app
CEAWAR00000247,2024-10-14,CEASUB002930,City Naveen Tyres,CEA0033,A3000762,2W,9921532011,0,Y,call center
CEAWAR00000248,2024-10-09,CEASUB003994,Murugan Kavya Depot,CEA0009,A8951137,Car,9344386514,0,Y,website
CEAWAR00000249,06/13/2025,CEASUB002615,Kaveri Lokesh Paints,CEA0026,B3157316,Bus,6983259790,34351,Y,manual
CEAWAR00000250,2024-05-04,CEASUB000959,United Chandra Tyres,CEA0022,A5804999,Truck,6560123932,NA,pending,fleet upload
CEAWAR00000251,2025-05-30,CEASUB003752,KAVERI VENKATESH TYRES,CEA0026,C4350517,Tractor,7536566949,66370,N,call center
CEAWAR00000252,2025-07-11,CEASUB000270,PRIME MANOJ SALES,CEA0007,B3656587,Truck,6628234803,53810,N,call center
CEAWAR00000253,05/13/2025,CEASUB004468,Balaji Yusuf Tyres,CEA0008,B4118775,Bus,9154133768,NA,Y,call center
CEAWAR00000254,2025-11-15,CEASUB004306,Kaveri Naveen Tyres,CEA0005,D7046157,Bus,8817102658,0,pending,dealer app
CEAWAR00000255,2025-07-26,CEASUB002840,Prime Prakash Mart,CEA0017,C2758246,2W,7330442674,NA,N,manual
CEAWAR00000256,2025-06-29,CEASUB002815,UNITED LOKESH TYRES,CEA0020,N/A,2W,9289352490,NA,pending,fleet upload
CEAWAR00000257,2026-02-03,CEASUB000785,Sree Sowmya Associates,CEA0022,B8218261,Car,7644165760,0,Y,manual
CEAWAR00000258,2025-10-26,CEASUB002763,NATIONAL CHANDRA TYRES,CEA0015,D6510065,LCV,8768366515,NA,N,manual
CEAWAR00000259,2025-02-11,CEADLR000067,Mahalakshmi Hari Chemicals,CEA0001,D6179337,Truck,6476810581,NA,pending,website
CEAWAR00000260,2025-04-04,CEADLR000380,City Bala Agencies,CEA0011,A5415996,Car,7232220892,NA,pending,dealer app
CEAWAR00000261,2025-10-03,CEASUB004389,City Yusuf Mart,CEA0032,D9010802,LCV,8718168361,24469,Y,website
CEAWAR00000262,2025-10-22,CEASUB003929,National Yusuf Tyres,CEA0037,C9177546,Car,7147767850,64306,N,fleet upload
CEAWAR00000263,10/10/2024,CEASUB002930,City Naveen Tyres,CEA0006,D8803442,2W,7330316985,4084,pending,fleet upload
CEAWAR00000264,2025-04-10,CEASUB002011,Sree Sanjay Tyres,CEA0001,D9162103,Truck,9025533318,NA,Y,website
CEAWAR00000265,2025-04-01,CEASUB004303,Metro Sanjay Traders,CEA0010,A5276146,2W,8027878529,28829,N,manual
CEAWAR00000266,12/27/2024,CEASUB000797,Sree Ganesh Tyres,CEA0025,B8350893,Bus,6472169411,56613,Y,manual
CEAWAR00000267,2026-02-23,CEADLR000275,Mahalakshmi Venkatesh Distributors,CEA0012,D4514096,Bus,9206788604,NA,N,dealer app
CEAWAR00000268,13/08/2025,CEASUB001045,Kaveri Jagan Corporation,CEA0038,B7327707,Tractor,8046396564,20454,N,dealer app
CEAWAR00000269,2025-05-28,CEADLR000036,Shree Priya Chemicals,CEA0038,D4886565,2W,6439989869,NA,N,dealer app
CEAWAR00000270,2024-12-19,CEASUB003503,Lucky Meena Paints,CEA0019,B7361584,Tractor,NA,5179,Y,website
CEAWAR00000271,2025-09-16,CEASUB000710,United Naveen Depot,CEA0032,C9469963,Tractor,6149701005,NA,N,website
CEAWAR00000272,2026-02-23,CEASUB001131,Star Priya Sales,CEA0004,B6490816,Car,8162253747,NA,N,fleet upload
CEAWAR00000273,2024-12-11,CEASUB003650,Lucky Farida Tyres,CEA0001,B8154654,Tractor,8061543747,NA,Y,dealer app
CEAWAR00000274,2025-07-29,CEASUB002077,New Arun Tyres,CEA0017,C7103092,Bus,7036542101,NA,Y,call center
CEAWAR00000275,2024-12-06,CEASUB003657,Modern Lokesh Depot,CEA0017,D1377309,Truck,8676500590,NA,Y,website
CEAWAR00000276,2024-09-02,CEASUB003355,Metro Senthil Tyres,CEA0033,D7838446,Car,9591366487,0,pending,call center
CEAWAR00000277,19-Mar-26,CEASUB000688,Lucky Farida Agencies,CEA0030,C6814868,Bus,7161357499,NA,pending,fleet upload
CEAWAR00000278,2025-11-02,CEADLR000609,Shree Priya Services,CEA0025,,LCV,9172907419,39921,N,call center
CEAWAR00000279,20/12/2024,CEASUB004432,Prime Suresh Agro,CEA0006,C3430969,Truck,6261931564,NA,Y,manual
CEAWAR00000280,2025-10-28,CEASUB003535,New Priya Tyres,CEA0037,B4946592,Car,6147877794,60447,pending,website
CEAWAR00000281,2025-06-21,CEASUB000309,Modern Jagan Sales,CEA0027,C6868679,Car,7528283490,NA,N,manual
CEAWAR00000282,08/04/2025,CEADLR000164,Sree Arun Tyres,CEA0032,D6911123,Bus,6823993806,0,Y,fleet upload
CEAWAR00000283,2024-07-26,CEASUB003106,New Prakash Tyres,CEA0035,B8919098,Truck,9279558950,NA,pending,fleet upload
CEAWAR00000284,24/11/2025,CEASUB003044,Ganesh Senthil Stores,CEA0003,B9163193,Tractor,9258125934,NA,pending,fleet upload
CEAWAR00000285,2024-06-19,CEASUB000546,Sri Revathi Enterprises,CEA0017,A5382100,Bus,6665206541,12173,N,dealer app
CEAWAR00000286,2024-05-01,CEASUB000814,United Suresh Paints,CEA0004,A7631654,Car,8283093703,0,N,fleet upload
CEAWAR00000287,2024-06-25,CEASUB001023,National Sanjay Hardware,CEA0012,C7252168,2W,8164131503,0,pending,dealer app
CEAWAR00000288,2025-03-27,CEASUB001432,Sri Geetha Hardware,CEA0014,A3346334,Truck,7144293298,54908,pending,website
CEAWAR00000289,2024-04-20,CEASUB001733,Star Revathi Depot,CEA0031,A3049614,Bus,8459152410,0,N,fleet upload
CEAWAR00000290,2025-10-31,CEASUB000182,City Manoj Tyres,CEA0004,B9402904,Truck,8400909902,NA,N,website
CEAWAR00000291,2026-01-03,CEASUB000767,Star Sowmya Agencies,CEA0027,C1418876,Truck,6334764032,0,pending,fleet upload
CEAWAR00000292,2024-06-23,CEASUB001263,National Lakshmi Sales,CEA0019,C4657429,2W,7625700260,NA,Y,manual
CEAWAR00000293,2025-03-19,CEASUB001049,Balaji Bala Chemicals,CEA0007,D2072387,Car,8932001214,NA,pending,call center
CEAWAR00000294,2024-07-09,CEADLR000504,Lucky Lokesh Tyres,CEA0020,C3159379,Car,7556748816,NA,N,manual
CEAWAR00000295,2025-12-20,CEASUB001397,Sree Meena Agencies,CEA0013,C3431067,Car,8392354147,NA,N,call center
CEAWAR00000296,2025-05-05,CEADLR000028,United Arun Tyres,CEA0028,B8204732,Truck,6077990027,NA,N,dealer app
CEAWAR00000297,2024-05-22,CEADLR000415,Ganesh Anand Tyres Main,CEA0011,B4187365,Car,NA,0,N,website
CEAWAR00000298,2024-11-05,CEASUB000828,Sree Jagan Hardware,CEA0007,C6852533,Tractor,9207785064,NA,N,fleet upload
CEAWAR00000299,2024-04-30,CEASUB000516,Murugan Chandra Agro,CEA0029,C5632337,Tractor,6982022489,0,Y,dealer app
CEAWAR00000300,2025-06-30,CEASUB000618,Metro Deepak Distributors,CEA0028,B8180507,Truck,6450282240,71867,N,website
CEAWAR00000301,2025-12-24,CEASUB003510,STAR VENKATESH TYRES,CEA0011,A5799536,2W,8340479719,0,pending,fleet upload
CEAWAR00000302,2025-06-07,CEASUB000278,Lucky Priya Associates,CEA0031,D9247795,Bus,6169583217,0,N,call center
CEAWAR00000303,2025-07-14,CEASUB003060,Sri Lokesh Tyres,CEA0008,A4248654,Tractor,7745849149,NA,N,call center
CEAWAR00000304,2026-02-10,CEASUB003852,Royal Arun Tyres,CEA0009,A7421834,Tractor,6617653570,NA,N,manual
CEAWAR00000305,2025-08-28,CEASUB001113,City Lakshmi Tyres,CEA0014,B6637639,Car,9016590463,NA,N,dealer app
CEAWAR00000306,2025-05-11,CEASUB003504,Metro Lakshmi Traders,CEA0023,null,Truck,6388127547,0,Y,call center
CEAWAR00000307,2025-03-01,CEASUB001399,Mahalakshmi Jagan Associates,CEA0031,C1196191,Truck,9360076507,NA,Y,website
CEAWAR00000308,29/05/2025,CEASUB001870,Metro Karthik Tyres,CEA0033,C7710691,Truck,9050983987,NA,N,website
CEAWAR00000309,2025-04-09,CEASUB001825,Star Manoj Paints,CEA0038,B9856011,Bus,9632044832,20278,N,fleet upload
CEAWAR00000310,03/25/2025,CEASUB002810,United Senthil Tyres,CEA0030,B2589517,LCV,8274656257,NA,Y,fleet upload
CEAWAR00000311,2024-07-07,CEASUB004373,Metro Arun Agro,CEA0007,C8051259,Tractor,9821052808,NA,N,fleet upload
CEAWAR00000312,2025-08-06,CEASUB000698,Kaveri Lakshmi Traders,CEA0025,A2948442,Truck,7752084996,0,Y,call center
CEAWAR00000313,2025-03-01,CEASUB001715,City Chandra Paints Pvt,CEA0032,B6917940,Bus,9006748122,20154,Y,dealer app
CEAWAR00000314,2025-12-16,CEASUB000845,New Manoj Tyres,CEA0015,D4380429,Truck,6806104982,NA,pending,call center
CEAWAR00000315,02-Feb-26,CEADLR000523,Royal Prakash Tyres,CEA0036,B3294295,2W,9429776155,3080,N,manual
CEAWAR00000316,2025-11-19,CEASUB004124,Modern Ganesh Services,CEA0023,A4750196,Bus,6644842373,NA,N,website
CEAWAR00000317,02/21/2025,CEASUB003429,BALAJI KAVYA HARDWARE,CEA0008,C3132655,Car,6578916853,0,pending,manual
CEAWAR00000318,2025-11-12,CEASUB000253,New Irfan Tyres,CEA0011,-,Bus,8860880894,NA,N,manual
CEAWAR00000319,2025-02-24,CEASUB003264,United Lakshmi Agro,CEA0010,D4812499,Bus,8943847006,0,Y,manual
CEAWAR00000320,2025-02-22,CEADLR000294,Shree Deepak Tyres,CEA0017,B1113104,Car,6403247622,NA,pending,fleet upload
CEAWAR00000321,2024-07-24,CEASUB002385,Shree Anand Tyres,CEA0025,B6674679,Car,7480943862,NA,pending,call center
CEAWAR00000322,2024-10-17,CEASUB000797,Sree Ganesh Tyres,CEA0026,B2194185,LCV,7257721548,0,pending,fleet upload
CEAWAR00000323,2025-03-21,CEASUB000104,Murugan Hari Tyres,CEA0020,C7355792,2W,6502993688,0,N,fleet upload
CEAWAR00000324,2026-03-10,CEASUB001476,City Sowmya Tyres,CEA0008,A1387109,Tractor,7623150390,0,pending,website
CEAWAR00000325,2024-09-28,CEASUB002715,City Senthil Distributors,CEA0028,B7259903,LCV,8700983019,NA,Y,dealer app
CEAWAR00000326,2025-12-31,CEASUB000578,Sree Senthil Distributors,CEA0030,D5283247,Bus,8188154504,NA,Y,fleet upload
CEAWAR00000327,2024-05-26,CEADLR000478,Murugan Sowmya Distributors,CEA0015,D3559058,LCV,9343687039,NA,N,website
CEAWAR00000328,08/12/2025,CEASUB001321,New Farida Associates,CEA0012,D6644133,Tractor,9970878150,NA,N,manual
CEAWAR00000329,10/05/2025,CEADLR000457,Balaji Sanjay Tyres,CEA0006,A7910229,Bus,9460491690,0,N,website
CEAWAR00000330,2026-03-19,CEASUB000479,Sree Lakshmi Associates,CEA0001,A4297240,LCV,7221105521,4070,N,manual
CEAWAR00000331,01/29/2025,CEASUB000957,Prime Lokesh Agro,CEA0027,D7288227,Bus,7621489272,0,N,call center
CEAWAR00000332,2024-07-21,CEADLR000223,City Revathi Hardware,CEA0025,A3896638,Truck,9454380146,31597,N,website
CEAWAR00000333,2024-09-03,CEASUB002342,Prime Karthik Enterprises,CEA0017,D7473062,Bus,7753663436,73159,pending,call center
CEAWAR00000334,2025-10-27,CEASUB004188,Kaveri Hari Hardware,CEA0014,null,2W,8116669443,0,Y,dealer app
CEAWAR00000335,2024-05-01,CEASUB004034,Vijaya Priya Tyres,CEA0019,B2559664,Tractor,9757252565,0,Y,dealer app
CEAWAR00000336,2024-11-27,CEASUB004043,Shree Hari Depot,CEA0036,A2696396,Car,8553871314,NA,Y,dealer app
CEAWAR00000337,12/06/2024,CEADLR000193,Vijaya Deepak Associates,CEA0009,A1912192,Truck,8238460454,0,N,website
CEAWAR00000338,25-Oct-24,CEASUB004175,Modern Meena Agencies,CEA0005,A8279452,LCV,6776635548,50536,N,call center
CEAWAR00000339,2024-08-27,CEASUB003938,National Suresh Associates,CEA0010,C7698609,Car,9999999999,0,pending,call center
CEAWAR00000340,21/02/2026,CEASUB004068,Modern Geetha Tyres,CEA0036,C7522699,Bus,7154413639,0,Y,fleet upload
CEAWAR00000341,2024-10-18,CEASUB000182,City Manoj Tyres,CEA0005,A1860405,Bus,8613314791,NA,pending,manual
CEAWAR00000342,2024-10-31,CEASUB000980,National Karthik Agro,CEA0010,A1121299,Car,8426172524,8774,Y,manual
CEAWAR00000343,2024-07-13,CEASUB000954,City Ganesh Associates,CEA0032,D4225683,Bus,6094865809,0,N,website
CEAWAR00000344,2024-11-28,CEASUB004162,Vijaya Revathi Tyres,CEA0014,A5777063,Car,8142818194,0,pending,dealer app
CEAWAR00000345,2024-11-24,CEASUB003945,Mahalakshmi Revathi Tyres,CEA0035,C9675614,2W,7630438801,22298,N,manual
CEAWAR00000346,2024-09-09,CEASUB000934,National Yusuf Sales,CEA0005,B9311481,Car,6095032064,0,pending,call center
CEAWAR00000347,2025-02-08,CEADLR000162,City Lokesh Fertilisers,CEA0002,B6553278,Bus,6946166299,0,pending,call center
CEAWAR00000348,2026-03-04,CEASUB000911,Modern Yusuf Tyres,CEA0025,C4036168,LCV,6391983349,31344,Y,fleet upload
CEAWAR00000349,2026-02-03,CEASUB003412,Shree Sanjay Tyres,CEA0010,A4736601,LCV,9269422457,0,Y,manual
CEAWAR00000350,2025-10-28,CEASUB002629,City Lokesh Traders,CEA0036,C8572520,Truck,7462611621,0,Y,call center
CEAWAR00000351,2024-07-06,CEASUB002113,Lucky Manoj Mart,CEA0034,D1932245,Tractor,7909260968,NA,N,manual
CEAWAR00000352,2025-08-16,CEASUB000517,United Manoj Tyres,CEA0006,C5577144,2W,6411084561,NA,pending,fleet upload
CEAWAR00000353,2024-11-18,CEASUB000438,Modern Hari Tyres,CEA0007,A3533235,Truck,0,0,pending,call center
CEAWAR00000354,2025-07-11,CEADLR000510,New Farida Tyres,CEA0037,A2125676,Tractor,NA,NA,Y,dealer app
CEAWAR00000355,2025-08-01,CEASUB001700,Sri Hari Mart,CEA0007,D7199402,LCV,8379629482,NA,N,fleet upload
CEAWAR00000356,2026-02-26,CEADLR000469,Mahalakshmi Deepak Agencies,CEA0004,B2814292,Bus,8594697142,NA,Y,fleet upload
CEAWAR00000357,2025-10-08,CEASUB000116,Lucky Deepak Services,CEA0006,B7975788,Car,9323655825,0,N,manual
CEAWAR00000358,2025-10-19,CEADLR000592,Prime Meena Tyres,CEA0036,A1231469,Car,6354126211,NA,N,call center
CEAWAR00000359,2025-03-06,CEADLR000425,Ganesh Chandra Tyres,CEA0003,B6796427,Bus,8768196990,70158,N,website
CEAWAR00000360,03/01/2025,CEASUB002966,Mahalakshmi Venkatesh Tyres,CEA0007,C9885069,Tractor,9881936870,NA,N,call center
CEAWAR00000361,04/07/2024,CEASUB001850,City Chandra Distributors,CEA0024,C7184961,2W,9787986476,NA,pending,call center
CEAWAR00000362,12/30/2024,CEASUB001994,Prime Ganesh Tyres,CEA0004,C3950131,2W,0,22553,pending,website
CEAWAR00000363,2025-05-17,CEASUB003269,Modern Lokesh Tyres,CEA0030,B3069513,Truck,9514400242,0,Y,dealer app
CEAWAR00000364,2025-05-25,CEASUB002724,Sri Meena Chemicals,CEA0017,A5892366,Car,9371138775,0,N,fleet upload
CEAWAR00000365,2025-03-05,CEASUB000220,Lucky Yusuf Fertilisers,CEA0022,D5314937,Truck,8664265089,0,N,dealer app
CEAWAR00000366,2024-10-30,CEASUB003769,New Farida Tyres,CEA0005,B3883275,Car,6151442642,0,pending,call center
CEAWAR00000367,2024-09-15,CEASUB000892,Mahalakshmi Karthik Tyres,CEA0011,A6734336,Truck,8981638801,42127,pending,manual
CEAWAR00000368,2024-09-16,CEASUB000596,City Meena Associates,CEA0004,B4471625,2W,0,0,pending,website
CEAWAR00000369,05/12/2024,CEASUB000931,United Revathi Mart,CEA0027,D1966943,Car,9541778005,0,Y,dealer app
CEAWAR00000370,06-Feb-26,CEASUB000074,United Sowmya Paints,CEA0024,B5474462,Car,7018283708,0,N,fleet upload
CEAWAR00000371,2024-12-19,CEASUB003198,Shree Bala Tyres,CEA0017,B2116932,Truck,7161765569,0,Y,dealer app
CEAWAR00000372,2024-09-03,CEASUB001317,Royal Prakash Tyres & Co,CEA0007,D3918246,Car,9170662034,67582,Y,call center
CEAWAR00000373,2025-08-06,CEASUB002024,Sree Anand Agro,CEA0010,D9530006,2W,7922309871,69792,Y,manual
CEAWAR00000374,2025-08-06,CEASUB003011,Kaveri Ganesh Distributors,CEA0035,B6386221,2W,9645476497,52925,N,website
CEAWAR00000375,2025-11-18,CEADLR000134,Balaji Sowmya Stores,CEA0008,C7897391,Tractor,7061523518,0,Y,website
CEAWAR00000376,2024-07-01,CEADLR000029,Vijaya Rafiq Associates,CEA0022,A2219345,Car,7637226503,NA,pending,dealer app
CEAWAR00000377,2024-08-19,CEASUB002194,National Lakshmi Tyres,CEA0038,null,Car,7157788584,NA,N,call center
CEAWAR00000378,2024-12-08,CEASUB002018,Lucky Farida Associates,CEA0034,D8712356,Bus,9948617372,74134,Y,call center
CEAWAR00000379,2024-11-02,CEASUB002496,City Anand Tyres,CEA0025,B5000161,Car,9714194946,44151,Y,fleet upload
CEAWAR00000380,2024-06-24,CEASUB002895,Vijaya Hari Tyres,CEA0038,A9739405,LCV,8146526689,NA,Y,manual
CEAWAR00000381,02/09/2026,CEASUB003515,Lucky Meena Fertilisers,CEA0026,B6549505,Tractor,7354066430,NA,N,call center
CEAWAR00000382,18-Dec-25,CEASUB001024,Metro Karthik Chemicals,CEA0026,B7237920,Truck,6020928871,NA,Y,fleet upload
CEAWAR00000383,25/05/2024,CEASUB001415,Royal Ganesh Tyres,CEA0033,A1344407,Bus,9242620234,0,Y,dealer app
CEAWAR00000384,2025-10-12,CEASUB001504,MODERN SANJAY TYRES,CEA0005,B6115805,Car,6880135494,0,N,dealer app
CEAWAR00000385,2024-12-28,CEASUB000469,Metro Irfan Services,CEA0022,D3942250,Car,7425997576,0,N,manual
CEAWAR00000386,2026-03-08,CEASUB002972,KAVERI NAVEEN SALES,CEA0014,-,Truck,7268108617,0,Y,dealer app
CEAWAR00000387,21/10/2025,CEASUB002624,Star Venkatesh Tyres,CEA0013,A8360206,2W,6196028345,NA,Y,manual
CEAWAR00000388,09/22/2024,CEASUB003890,Modern Suresh Services,CEA0021,A9355287,Bus,6427458031,0,Y,manual
CEAWAR00000389,2025-06-18,CEASUB003602,National Suresh Fertilisers,CEA0021,B2118745,Truck,7235113296,56431,N,website
CEAWAR00000390,10/30/2024,CEASUB003137,Shree Sanjay Stores,CEA0035,D7535771,2W,7538216392,0,N,manual
CEAWAR00000391,2025-04-16,CEADLR000509,Balaji Sowmya Sales,CEA0034,B5133464,Tractor,7970674385,NA,Y,website
CEAWAR00000392,2025-02-24,CEASUB001226,Kaveri Prakash Hardware,CEA0021,B6238617,Car,7831557040,74668,pending,fleet upload
CEAWAR00000393,27/05/2024,CEADLR000319,Murugan Geetha Distributors,CEA0034,D5752371,Car,9841983884,NA,N,call center
CEAWAR00000394,2025-09-15,CEASUB003556,Prime Lokesh Enterprises,CEA0013,B6463568,Car,8190156122,0,pending,dealer app
CEAWAR00000395,2024-06-01,CEADLR000484,Ganesh Farida Tyres,CEA0017,B2415800,Bus,7529104804,58635,pending,dealer app
CEAWAR00000396,12/12/2025,CEASUB001361,Balaji Lakshmi Tyres,CEA0017,C9873573,LCV,8184329263,46542,Y,fleet upload
CEAWAR00000397,2025-07-11,CEASUB002607,SRI Manoj Sales,CEA0017,A5028592,Car,6649677902,52811,N,dealer app
CEAWAR00000398,29/12/2024,CEASUB004313,City Farida Tyres,CEA0026,A2553798,Truck,7631195008,34523,N,dealer app
CEAWAR00000399,18-Jan-25,CEASUB004250,Kaveri Meena Traders,CEA0021,N/A,Car,6051479075,32476,pending,call center
CEAWAR00000400,12-Jan-25,CEASUB001284,Ganesh Deepak Tyres,CEA0011,null,Truck,6233712514,NA,pending,fleet upload
CEAWAR00000401,2026-02-17,CEADLR000668,Sri Chandra Hardware,CEA0002,D3300967,Bus,8179894476,28018,Y,fleet upload
CEAWAR00000402,2025-10-06,CEASUB000991,Sree Jagan Services,CEA0020,N/A,2W,9132481933,NA,Y,call center
CEAWAR00000403,22/04/2025,CEASUB004427,CITY PRIYA SALES,CEA0022,D5295029,Bus,6157160624,0,pending,website
CEAWAR00000404,2025-05-14,CEASUB003412,Shree Sanjay Tyres,CEA0014,D4185322,2W,7862862251,0,Y,website
CEAWAR00000405,2024-07-22,CEASUB000317,Star Irfan Tyres,CEA0012,B9637743,Tractor,8676300492,NA,Y,manual
CEAWAR00000406,14/04/2025,CEASUB004221,Shree Deepak Agencies,CEA0014,B5563039,Car,8680732356,NA,N,manual
